TimeStamp,Z,Y,X
1.74665E+18,9.689484596,1.466633797,-0.365062892
1.74665E+18,9.692058563,1.457516909,-0.33172223
1.74665E+18,9.69448185,1.448509097,-0.298732728
1.74665E+18,9.695815086,1.444813013,-0.272150338
1.74665E+18,9.696363449,1.444745302,-0.252224118
1.74665E+18,9.694160461,1.460494161,-0.246168897
1.74665E+18,9.691366196,1.48043263,-0.236897618
1.74665E+18,9.688355446,1.502736449,-0.218950883
1.74665E+18,9.686135292,1.519692302,-0.199246719
1.74665E+18,9.683893204,1.535085559,-0.190057382
1.74665E+18,9.682051659,1.546656728,-0.190051496
1.74665E+18,9.681688309,1.549144268,-0.188265651
1.74665E+18,9.681549072,1.550537467,-0.183929533
1.74665E+18,9.681724548,1.55033505,-0.176262423
1.74665E+18,9.681680679,1.551245928,-0.170523897
1.74665E+18,9.682106972,1.549210906,-0.164740711
1.74665E+18,9.682472229,1.547515512,-0.159139797
1.74665E+18,9.682351112,1.548889875,-0.152974889
1.74665E+18,9.681741714,1.553219557,-0.147591457
1.74665E+18,9.680841446,1.559429169,-0.141013369
1.74665E+18,9.680081367,1.564697385,-0.134671748
1.74665E+18,9.679315567,1.56932652,-0.135841399
1.74665E+18,9.67852211,1.573794842,-0.140628144
1.74665E+18,9.677758217,1.577942014,-0.146563262
1.74665E+18,9.677438736,1.579094291,-0.155042276
1.74665E+18,9.677007675,1.581287503,-0.159481183
1.74665E+18,9.676793098,1.582334876,-0.162095308
1.74665E+18,9.676631927,1.582924485,-0.16591242
1.74665E+18,9.676259995,1.584750414,-0.170139
1.74665E+18,9.675952911,1.586018801,-0.175712898
1.74665E+18,9.675800323,1.586204767,-0.182335481
1.74665E+18,9.675806999,1.585452437,-0.188365951
1.74665E+18,9.675992966,1.583578467,-0.194487989
1.74665E+18,9.676132202,1.581857681,-0.201412812
1.74665E+18,9.675946236,1.582152367,-0.20795387
1.74665E+18,9.675488472,1.584195137,-0.213653982
1.74665E+18,9.674856186,1.587576985,-0.217106789
1.74665E+18,9.674495697,1.589869738,-0.216446787
1.74665E+18,9.674601555,1.589413047,-0.215061307
1.74665E+18,9.67502594,1.586975932,-0.21394363
1.74665E+18,9.675645828,1.582891345,-0.21612078
1.74665E+18,9.676016808,1.57986927,-0.221611574
1.74665E+18,9.67629528,1.577399969,-0.226945266
1.74665E+18,9.676402092,1.575815201,-0.233296826
1.74665E+18,9.676107407,1.576568127,-0.240324035
1.74665E+18,9.675508499,1.579432487,-0.245586395
1.74665E+18,9.67475605,1.583542109,-0.248726964
1.74665E+18,9.673884392,1.588474751,-0.251201272
1.74665E+18,9.672873497,1.594815612,-0.249940321
1.74665E+18,9.671359062,1.603957534,-0.250065058
1.74665E+18,9.669429779,1.614978909,-0.253682792
1.74665E+18,9.667189598,1.627149701,-0.261208266
1.74665E+18,9.664583206,1.640018344,-0.276687324
1.74665E+18,9.661813736,1.653267145,-0.294044584
1.74665E+18,9.659182549,1.664842844,-0.314429879
1.74665E+18,9.6567173,1.674628139,-0.337347567
1.74665E+18,9.654025078,1.684790134,-0.362877101
1.74665E+18,9.650699615,1.696617484,-0.394803882
1.74665E+18,9.646313667,1.712026119,-0.43357724
1.74665E+18,9.640627861,1.731935859,-0.478626788
1.74665E+18,9.63310051,1.758250237,-0.531328499
1.74665E+18,9.623157501,1.792934775,-0.59212321
