TimeStamp,Z,Y,X
1.74665E+18,9.611800194,1.890803814,0.45666638
1.74665E+18,9.611508369,1.89612186,0.440453857
1.74665E+18,9.615354538,1.872685909,0.456519455
1.74665E+18,9.621350288,1.837474585,0.472970009
1.74665E+18,9.626778603,1.803247809,0.493785411
1.74665E+18,9.632295609,1.771666884,0.500448525
1.74665E+18,9.636058807,1.748037219,0.510987282
1.74665E+18,9.637209892,1.734495997,0.53488028
1.74665E+18,9.636281967,1.73229444,0.55821228
1.74665E+18,9.634656906,1.733193517,0.582934141
1.74665E+18,9.632076263,1.7362535,0.615557253
1.74665E+18,9.628006935,1.743350148,0.657725692
1.74665E+18,9.622988701,1.752484679,0.705182612
1.74665E+18,9.617650032,1.761680961,0.753445446
1.74665E+18,9.610843658,1.773540974,0.810325027
1.74665E+18,9.601837158,1.792131066,0.873712003
1.74665E+18,9.590703964,1.815500855,0.944847107
1.74665E+18,9.577670097,1.841799498,1.022935629
1.74665E+18,9.563018799,1.86969769,1.106025577
1.74665E+18,9.547534943,1.897666693,1.189042687
1.74665E+18,9.532471657,1.9227072,1.267111182
1.74665E+18,9.5187006,1.944221258,1.335936546
1.74665E+18,9.505793571,1.964873552,1.396262288
1.74665E+18,9.494438171,1.9774369,1.454574585
1.74665E+18,9.482823372,1.982298493,1.522145987
1.74665E+18,9.469343185,1.987985134,1.596820474
1.74665E+18,9.454936981,1.992510796,1.674652815
1.74665E+18,9.440058708,1.997679234,1.750698924
1.74665E+18,9.423027039,2.008388996,1.828477859
1.74665E+18,9.403617859,2.021093369,1.912472963
1.74665E+18,9.382054329,2.031672955,2.004930019
1.74665E+18,9.360422134,2.036784172,2.098668814
1.74665E+18,9.339847565,2.033345938,2.191606998
1.74665E+18,9.321608543,2.017354965,2.282167435
1.74665E+18,9.3058424,1.993705511,2.365759134
1.74665E+18,9.293087006,1.973279595,2.432095766
1.74665E+18,9.282431602,1.96064961,2.482480288
1.74665E+18,9.272201538,1.961919069,2.519432545
1.74665E+18,9.264839172,1.975567698,2.535797596
1.74665E+18,9.260997772,1.991777539,2.537148952
1.74665E+18,9.260746002,1.992686391,2.537354946
1.74665E+18,9.274454117,1.947878599,2.522034883
1.74665E+18,9.306824684,1.845293999,2.479573011
1.74665E+18,9.354043007,1.686645985,2.414018154
1.74665E+18,9.406750679,1.485068679,2.340514898
1.74665E+18,9.457400322,1.276397943,2.258048058
1.74665E+18,9.502098083,1.098492622,2.161904573
1.74665E+18,9.540468216,0.968946457,2.052070141
1.74665E+18,9.574427605,0.885935128,1.927657127
1.74665E+18,9.603772163,0.833233237,1.801018357
1.74665E+18,9.627685547,0.787936091,1.690328717
1.74665E+18,9.647450447,0.744044125,1.594828129
1.74665E+18,9.663661003,0.699499309,1.514845729
1.74665E+18,9.677194595,0.649025083,1.449506879
1.74665E+18,9.689770699,0.592617095,1.388358474
1.74665E+18,9.701652527,0.534412682,1.327679396
1.74665E+18,9.712138176,0.482361019,1.269681096
1.74665E+18,9.720859528,0.438846827,1.217647433
1.74665E+18,9.729201317,0.404703379,1.161577582
1.74665E+18,9.737360001,0.378435194,1.100455046
1.74665E+18,9.745336533,0.358255416,1.0346241
1.74665E+18,9.752786636,0.340560257,0.96826905
1.74665E+18,9.760327339,0.323526084,0.895399809
1.74665E+18,9.767727852,0.307085395,0.81705755
1.74665E+18,9.774850845,0.287729263,0.73476994
1.74665E+18,9.781346321,0.261733562,0.653570652
1.74665E+18,9.786948204,0.227814034,0.57804203
1.74665E+18,9.791574478,0.188130125,0.509962499
1.74665E+18,9.795174599,0.144858107,0.451630265
1.74665E+18,9.797791481,0.099384926,0.404715449
1.74665E+18,9.799718857,0.056903366,0.364214063
1.74665E+18,9.801251411,0.023761734,0.324506044
1.74665E+18,9.802620888,0.003687175,0.281080157
1.74665E+18,9.803788185,-0.0033612,0.236887977
1.74665E+18,9.804767609,0.002210279,0.19211641
1.74665E+18,9.805560112,0.01569269,0.14534612
1.74665E+18,9.806108475,0.03131796,0.098257542
1.74665E+18,9.80638504,0.045010991,0.056370255
1.74665E+18,9.80648613,0.05348514,0.018832024
1.74665E+18,9.806472778,0.05636264,-0.017186901
1.74665E+18,9.806354523,0.054734789,-0.052952178
1.74665E+18,9.806113243,0.050455227,-0.089379877
1.74665E+18,9.805711746,0.04603909,-0.127601862
1.74665E+18,9.805070877,0.045062393,-0.170119584
1.74665E+18,9.804070473,0.049743254,-0.219353124
1.74665E+18,9.80272007,0.058482073,-0.271376342
1.74665E+18,9.801199913,0.067512356,-0.319868207
1.74665E+18,9.799592018,0.076022796,-0.364163637
1.74665E+18,9.797987938,0.084459968,-0.403353602
1.74665E+18,9.796377182,0.087620482,-0.440139949
1.74665E+18,9.79456234,0.081634559,-0.47988382
1.74665E+18,9.792323112,0.066726476,-0.525687933
1.74665E+18,9.789542198,0.042726677,-0.577422678
1.74665E+18,9.786354065,0.013285073,-0.630464196
1.74665E+18,9.78316021,-0.017503686,-0.678135335
1.74665E+18,9.780210495,-0.046173643,-0.71815449
1.74665E+18,9.778177261,-0.069316611,-0.743534923
1.74665E+18,9.777353287,-0.086924158,-0.752469242
1.74665E+18,9.777527809,-0.10304065,-0.748134494
1.74665E+18,9.777851105,-0.119328,-0.741472185
1.74665E+18,9.777833939,-0.13688758,-0.738651574
1.74665E+18,9.777427673,-0.154520988,-0.740545988
1.74665E+18,9.776953697,-0.172534823,-0.742827594
1.74665E+18,9.776391029,-0.189936787,-0.745974481
1.74665E+18,9.776260376,-0.20443505,-0.743858576
1.74665E+18,9.777171135,-0.212707445,-0.729437709
1.74665E+18,9.779342651,-0.213180155,-0.699562848
1.74665E+18,9.782124519,-0.209703922,-0.660649359
1.74665E+18,9.784725189,-0.206154853,-0.622131348
1.74665E+18,9.786646843,-0.204520971,-0.591705263
1.74665E+18,9.787872314,-0.204946771,-0.570913255
1.74665E+18,9.788843155,-0.208083495,-0.552846014
1.74665E+18,9.790112495,-0.210006341,-0.529117823
1.74665E+18,9.791867256,-0.206388175,-0.49710089
1.74665E+18,9.794178009,-0.193259239,-0.455076188
1.74665E+18,9.796971321,-0.168540999,-0.401641667
1.74665E+18,9.799793243,-0.138538748,-0.339484692
1.74665E+18,9.802196503,-0.111824498,-0.273536474
1.74665E+18,9.80395031,-0.090298958,-0.211636662
1.74665E+18,9.805068016,-0.073548026,-0.160057321
1.74665E+18,9.805650711,-0.062172569,-0.125466079
1.74665E+18,9.805862427,-0.054348942,-0.111819416
1.74665E+18,9.805914879,-0.047485963,-0.110362142
1.74665E+18,9.805955887,-0.04202782,-0.1089864
1.74665E+18,9.806012154,-0.039669439,-0.104660742
1.74665E+18,9.806107521,-0.041663729,-0.094458088
1.74665E+18,9.806232452,-0.046419784,-0.077835806
1.74665E+18,9.80632019,-0.055110667,-0.058588453
1.74665E+18,9.8063097,-0.068829305,-0.043900106
1.74665E+18,9.806212425,-0.085660152,-0.035504196
1.74665E+18,9.806033134,-0.104684994,-0.033557702
1.74665E+18,9.805782318,-0.124483578,-0.039173193
1.74665E+18,9.805469513,-0.141776666,-0.055159029
1.74665E+18,9.805112839,-0.154693127,-0.078730665
1.74665E+18,9.804738045,-0.163797945,-0.103314228
1.74665E+18,9.804401398,-0.16993615,-0.123433933
1.74665E+18,9.804225922,-0.170598388,-0.13571848
