label,X_min,X_max,X_range,X_mean,X_rms,X_std,Y_min,Y_max,Y_range,Y_mean,Y_rms,Y_std,Z_min,Z_max,Z_range,Z_mean,Z_rms,Z_std,X_jerk_min,X_jerk_max,X_jerk_range,X_jerk_mean,X_jerk_rms,X_jerk_std,Y_jerk_min,Y_jerk_max,Y_jerk_range,Y_jerk_mean,Y_jerk_rms,Y_jerk_std,Z_jerk_min,Z_jerk_max,Z_jerk_range,Z_jerk_mean,Z_jerk_rms,Z_jerk_std,total_jerk_min,total_jerk_max,total_jerk_range,total_jerk_mean,total_jerk_rms,total_jerk_std,timestamp_range
3.0,-1.0043745278974379,0.13863405478052965,1.1430085826779675,-0.2712572932156423,0.3670412661312994,0.248950375264148,-1.232137082496228,0.08656298983390323,1.3187000723301314,-0.4974919660161434,0.6366081895435456,0.399916225388303,-0.8189003259740634,1.574064518308996,2.3929648442830596,0.46624018304679726,0.6516482376716489,0.45837186981281847,-11.894149407383624,32.661475024592015,44.55562443197564,1.3294055592773248,8.778154451908673,8.73613347955425,-22.392494181915513,21.899650985252546,44.29214516716806,0.22025125378969146,8.154377423870933,8.207043985182318,-28.19897561789153,27.944480535242384,56.14345615313391,-0.1397282652258863,13.207294301828966,13.296703325198688,-34.99552333941234,27.094139273232845,62.089662612645185,-1.106925761485293,13.783655015342937,13.832919693788536,0.8029999999999999
3.0,-0.9907666058532069,0.12710135595367503,1.1178679618068819,-0.42389562743415277,0.5051791900775742,0.27651852111343345,-1.1859816271816377,0.09398575609565137,1.279967383277289,-0.382249090659746,0.4926087677928692,0.31265938924196557,-0.3467214765242267,2.0639598153210583,2.410681291845285,0.5429763841480701,0.7275055565580798,0.4872078543536355,-14.109860705066804,21.46767334551568,35.577534050582486,0.6636163702375624,9.033626726792741,9.065351646052076,-24.372385023579337,15.642809465542959,40.015194489122294,-0.13410590331726954,7.358782974744405,7.40340284984105,-40.6546554561742,39.383590989046496,80.0382464452207,0.1373290779643367,16.917455515990557,17.022300369900453,-45.33770411895817,47.30769055735706,92.64539467631523,-0.2120841783085081,16.78116528589794,16.88437325642002,0.8799999999999999
3.0,-0.7202089512787345,0.2142988174161275,0.934507768694862,-0.2711041280787213,0.34175154994723855,0.2094988752910993,-1.5664242679640754,0.11412475553442815,1.6805490234985037,-0.3795367927127845,0.5673197974756944,0.4245459233158769,-0.9948446469088146,1.2487632174665049,2.2436078643753197,0.5238110406523331,0.6957252037534041,0.46100710049065136,-21.34335375839946,14.717412623857685,36.06076638225714,-0.6559089925087542,7.4190415607607525,7.440434807835329,-31.34921697630573,19.45067464604724,50.79989162235297,0.2961129401720321,9.074116635624911,9.131190959266787,-37.69720562131485,50.40411769912145,88.10132332043631,0.8939899423835755,16.324504721577725,16.411271390937824,-30.954806089863016,37.83212435345024,68.78693044331325,1.0589253177659617,13.647770665151516,13.69950692853197,0.8029999999999999
3.0,-0.49608338887194325,0.15375355670188465,0.6498369455738279,-0.22429405445989373,0.27891828974542054,0.16729424330438902,-0.7118519645237208,0.049918885762673115,0.7617708502863939,-0.3006782038969727,0.4123920457050469,0.2847949742750102,0.16991351551416553,0.7622600901429039,0.5923465746287383,0.4679218787769783,0.49371666738439074,0.15892220674613847,-11.578885680710375,11.987459753562668,23.566345434273043,0.574319395368002,5.313987441509015,5.3306706154866434,-3.702097851286945,12.215311266638949,15.917409117925894,0.8944292331472502,3.6802029065851984,3.6021655802376005,-7.874331627460281,12.868376676241912,20.742708303702194,0.35551993128361953,5.332928031437591,5.3692198690979005,-15.037770115152037,11.633258871754308,26.671028986906343,-0.374330223947323,6.356842861184832,6.403241182874387,0.605
3.0,-0.8614749930983582,0.2025742484726338,1.064049241570992,-0.3187826977731253,0.39660677904733177,0.23740654718931528,-0.8979655042633481,0.09218184692687997,0.9901473511902281,-0.39581604248123636,0.4957186347606423,0.30027689443394917,0.13398626180957832,1.876147911302457,1.7421616494928787,0.6079922921079319,0.701928471928095,0.352942028257179,-18.756058598019173,14.477073463959583,33.23313206197876,-0.3339195418171715,7.012742055416239,7.047894360083364,-19.077730279810154,9.785616517476278,28.863346797286432,-0.22658524585943574,5.239295558866999,5.266605626135752,-37.658436481954396,30.58844610818524,68.24688259013963,-0.6236607878244769,10.635301139873738,10.682335459098312,-38.66759965054656,37.47706230390881,76.14466195445537,0.08020503838911058,11.699858009746295,11.771581209124161,0.8909999999999999
3.0,-0.7137724849716272,0.3344930487770134,1.0482655337486406,-0.17712468875693124,0.29261602206202736,0.23498882636845778,-0.704847711069579,0.06900399150316971,0.7738517025727487,-0.23086282628000562,0.32810164949108483,0.23520977441592966,-0.1128058868377436,0.7107653557347178,0.8235712425724614,0.4014300952894462,0.4587688319918398,0.22406133681804472,-7.242504049578954,16.777701381957474,24.02020543153643,0.9236674005944031,6.522513795988823,6.514176039965221,-10.189847361667802,9.80269858975742,19.99254595142522,0.2705306029620005,4.572349773077454,4.604912267453173,-9.724342135502669,15.52545478707575,25.24979692257842,0.1779593222631929,5.987449991651547,6.0380040595299675,-18.136063036627526,16.167891544023785,34.30395458065131,-0.713125153555697,7.810928034183179,7.84744818444372,0.616
3.0,-1.090333428866508,0.09382205500327628,1.1841554838697843,-0.2668518114450424,0.36582671936876915,0.2518581683930185,-0.8203530060399166,0.08915918742301424,0.9095121934629308,-0.3053266811096922,0.40974889459859226,0.2750263837480569,-0.8065804651951846,0.9314038074153606,1.7379842726105452,0.4329039870303866,0.5561713439315986,0.3514314834528173,-15.334677249321942,22.771239106481403,38.105916355803345,-0.14610821769140175,6.783208474740106,6.825529263375183,-13.845662179533392,8.636926803796955,22.482588983330345,-0.15102304676829345,4.388562837120081,4.4143519086417085,-30.336272708222612,33.8390140967571,64.1752868049797,-0.4281974986790074,11.661257500615578,11.728820494626135,-25.145372342908487,31.378234368632118,56.52360671154061,-0.294314591513791,9.35118929227609,9.40705273406482,0.847
3.0,-1.033237502621315,0.01234484088121809,1.045582343502533,-0.3974172552513878,0.450722146173373,0.2141397560289777,-0.6850306057618247,0.032189297004841994,0.7172199027666667,-0.30538988488771046,0.3837313273822647,0.23400425018791646,0.14478153580026312,0.8440620067207737,0.6992804709205106,0.507822921104483,0.5362858475449938,0.17361722127120102,-12.848376085328995,20.470058940826256,33.31843502615525,-0.047532232928845314,6.283664185031154,6.328207279060043,-9.600401554094162,8.591098593796973,18.191500147891134,-0.20397128461329558,4.04372349867463,4.067320593749734,-11.583689768150117,9.755982226806678,21.339671994956795,-0.13817621790925752,5.235586080744863,5.271013855932475,-18.867451049003076,13.566626635268495,32.43407768427157,-0.0332859898495175,6.290216549919023,6.334898642137174,0.7699999999999999
3.0,-1.0248792487578435,0.3021956602249284,1.3270749089827718,-0.2643828132509065,0.42401986162607397,0.33389705906846184,-1.6763887067457464,0.05011432770789655,1.726503034453643,-0.523983119304791,0.6845918054482888,0.44375757440263197,-0.7356643392361482,2.0645739611427776,2.8002383003789255,0.564097606940223,0.8193516535052782,0.5985389401232954,-22.869129470493373,20.9234207443236,43.79255021481697,0.11758405298785496,9.531447094635924,9.599536552508146,-31.423335971707285,21.97677566166667,53.40011163337395,0.07633561562339719,10.61002348402746,10.686354555536667,-49.23651822591796,54.88980773109605,104.12632595701402,0.001687479463773516,22.723971178986176,22.8880452406442,-50.6293137507703,41.57731393805442,92.20662768882471,-0.07003413970119114,19.711919489360326,19.854120355844575,0.7589999999999999
3.0,-0.8807974574129827,0.12306217686073569,1.0038596342737183,-0.3022270470095572,0.4028889808946317,0.26842833758998313,-1.3177979393410786,0.05289834497080592,1.3706962843118844,-0.42875749922987955,0.5693240955805637,0.37738924701654897,-0.7974493447944506,1.6989058373128707,2.4963551821073215,0.47637310006503747,0.706289658109608,0.5253890520371093,-20.84052952051843,18.61170274644615,39.45223226696458,0.032205982534690855,9.019757967461164,9.087774646710459,-24.64609589037306,16.768533703927623,41.414629594300685,-0.21285037152313513,8.192470440187192,8.251514887903904,-35.46391729465574,52.87999051343097,88.3439078080867,-0.4814606386157455,18.905085183519912,19.04158908297584,-31.821295668416994,36.86438516541796,68.68568083383495,-0.38041387936310334,14.901129057894616,15.008698728337553,0.726
