label,X_min,X_max,X_range,X_mean,X_rms,X_std,Y_min,Y_max,Y_range,Y_mean,Y_rms,Y_std,Z_min,Z_max,Z_range,Z_mean,Z_rms,Z_std,X_jerk_min,X_jerk_max,X_jerk_range,X_jerk_mean,X_jerk_rms,X_jerk_std,Y_jerk_min,Y_jerk_max,Y_jerk_range,Y_jerk_mean,Y_jerk_rms,Y_jerk_std,Z_jerk_min,Z_jerk_max,Z_jerk_range,Z_jerk_mean,Z_jerk_rms,Z_jerk_std,total_jerk_min,total_jerk_max,total_jerk_range,total_jerk_mean,total_jerk_rms,total_jerk_std,timestamp_range,SMA,X_entropy,Y_entropy,Z_entropy
3,-1.00437452789744,0.13863405478053,1.14300858267797,-0.271257293215642,0.367041266131299,0.248950375264148,-1.23213708249623,0.0865629898339032,1.31870007233013,-0.497491966016143,0.636608189543546,0.399916225388303,-0.818900325974063,1.574064518309,2.39296484428306,0.466240183046797,0.651648237671649,0.458371869812818,-11.8941494073836,32.661475024592,44.5556244319756,1.32940555927732,8.77815445190867,8.73613347955425,-22.3924941819155,21.8996509852525,44.2921451671681,0.220251253789691,8.15437742387093,8.20704398518232,-28.1989756178915,27.9444805352424,56.1434561531339,-0.139728265225886,13.207294301829,13.2967033251987,-34.9955233394123,27.0941392732328,62.0896626126452,-1.10692576148529,13.7836550153429,13.8329196937885,0.803,1.36920127914656,4.30406509320417,4.30406509320417,4.30406509320417
3,-0.990766605853207,0.127101355953675,1.11786796180688,-0.423895627434153,0.505179190077574,0.276518521113433,-1.18598162718164,0.0939857560956513,1.27996738327729,-0.382249090659746,0.492608767792869,0.312659389241966,-0.346721476524227,2.06395981532106,2.41068129184529,0.54297638414807,0.72750555655808,0.487207854353636,-14.1098607050668,21.4676733455157,35.5775340505825,0.663616370237562,9.03362672679274,9.06535164605208,-24.3723850235793,15.642809465543,40.0151944891223,-0.13410590331727,7.35878297474441,7.40340284984105,-40.6546554561742,39.3835909890465,80.0382464452207,0.137329077964337,16.9174555159906,17.0223003699005,-45.3377041189582,47.3076905573571,92.6453946763152,-0.212084178308508,16.7811652858979,16.88437325642,0.88,1.38897703972363,4.39444915467244,4.39444915467244,4.39444915467244
3,-0.720208951278735,0.214298817416128,0.934507768694862,-0.271104128078721,0.341751549947239,0.209498875291099,-1.56642426796408,0.114124755534428,1.6805490234985,-0.379536792712785,0.567319797475694,0.424545923315877,-0.994844646908815,1.2487632174665,2.24360786437532,0.523811040652333,0.695725203753404,0.461007100490651,-21.3433537583995,14.7174126238577,36.0607663822571,-0.655908992508754,7.41904156076075,7.44043480783533,-31.3492169763057,19.4506746460472,50.799891622353,0.296112940172032,9.07411663562491,9.13119095926679,-37.6972056213149,50.4041176991215,88.1013233204363,0.893989942383576,16.3245047215777,16.4112713909378,-30.954806089863,37.8321243534502,68.7869304433133,1.05892531776596,13.6477706651515,13.699506928532,0.803,1.32816965692189,4.30406509320417,4.30406509320417,4.30406509320417
3,-0.496083388871943,0.153753556701885,0.649836945573828,-0.224294054459894,0.278918289745421,0.167294243304389,-0.711851964523721,0.0499188857626731,0.761770850286394,-0.300678203896973,0.412392045705047,0.28479497427501,0.169913515514166,0.762260090142904,0.592346574628738,0.467921878776978,0.493716667384391,0.158922206746138,-11.5788856807104,11.9874597535627,23.566345434273,0.574319395368002,5.31398744150902,5.33067061548664,-3.70209785128695,12.2153112666389,15.9174091179259,0.89442923314725,3.6802029065852,3.6021655802376,-7.87433162746028,12.8683766762419,20.7427083037022,0.35551993128362,5.33292803143759,5.3692198690979,-15.037770115152,11.6332588717543,26.6710289869063,-0.374330223947323,6.35684286118483,6.40324118287439,0.605,1.01202882155052,4.02535169073515,4.02535169073515,4.02535169073515
3,-0.861474993098358,0.202574248472634,1.06404924157099,-0.318782697773125,0.396606779047332,0.237406547189315,-0.897965504263348,0.0921818469268799,0.990147351190228,-0.395816042481236,0.495718634760642,0.300276894433949,0.133986261809578,1.87614791130246,1.74216164949288,0.607992292107932,0.701928471928095,0.352942028257179,-18.7560585980192,14.4770734639596,33.2331320619788,-0.333919541817172,7.01274205541624,7.04789436008336,-19.0777302798102,9.78561651747628,28.8633467972864,-0.226585245859436,5.239295558867,5.26660562613575,-37.6584364819544,30.5884461081852,68.2468825901396,-0.623660787824477,10.6353011398737,10.6823354590983,-38.6675996505466,37.4770623039088,76.1446619544554,0.0802050383891105,11.6998580097463,11.7715812091242,0.891,1.35855739898255,4.40671924726425,4.40671924726425,4.40671924726425
3,-0.713772484971627,0.334493048777013,1.04826553374864,-0.177124688756931,0.292616022062027,0.234988826368458,-0.704847711069579,0.0690039915031697,0.773851702572749,-0.230862826280006,0.328101649491085,0.23520977441593,-0.112805886837744,0.710765355734718,0.823571242572461,0.401430095289446,0.45876883199184,0.224061336818045,-7.24250404957895,16.7777013819575,24.0202054315364,0.923667400594403,6.52251379598882,6.51417603996522,-10.1898473616678,9.80269858975742,19.9925459514252,0.270530602962001,4.57234977307745,4.60491226745317,-9.72434213550267,15.5254547870758,25.2497969225784,0.177959322263193,5.98744999165155,6.03800405952997,-18.1360630366275,16.1678915440238,34.3039545806513,-0.713125153555697,7.81092803418318,7.84744818444372,0.616,0.900899081394862,4.04305126783455,4.04305126783455,4.04305126783455
3,-1.09033342886651,0.0938220550032762,1.18415548386978,-0.266851811445042,0.365826719368769,0.251858168393019,-0.820353006039917,0.0891591874230142,0.909512193462931,-0.305326681109692,0.409748894598592,0.275026383748057,-0.806580465195185,0.931403807415361,1.73798427261055,0.432903987030387,0.556171343931599,0.351431483452817,-15.3346772493219,22.7712391064814,38.1059163558034,-0.146108217691402,6.78320847474011,6.82552926337518,-13.8456621795334,8.63692680379696,22.4825889833303,-0.151023046768293,4.38856283712008,4.41435190864171,-30.3362727082226,33.8390140967571,64.1752868049797,-0.428197498679007,11.6612575006156,11.7288204946261,-25.1453723429085,31.3782343686321,56.5236067115406,-0.294314591513791,9.35118929227609,9.40705273406482,0.847,1.11319813653852,4.3567088266896,4.3567088266896,4.3567088266896
3,-1.03323750262132,0.012344840881218,1.04558234350253,-0.397417255251388,0.450722146173373,0.214139756028978,-0.685030605761825,0.0321892970048419,0.717219902766667,-0.30538988488771,0.383731327382265,0.234004250187916,0.144781535800263,0.844062006720774,0.699280470920511,0.507822921104483,0.536285847544994,0.173617221271201,-12.848376085329,20.4700589408263,33.3184350261553,-0.0475322329288453,6.28366418503115,6.32820727906004,-9.60040155409416,8.59109859379697,18.1915001478911,-0.203971284613296,4.04372349867463,4.06732059374973,-11.5836897681501,9.75598222680668,21.3396719949568,-0.138176217909258,5.23558608074486,5.27101385593248,-18.8674510490031,13.5666266352685,32.4340776842716,-0.0332859898495175,6.29021654991902,6.33489864213717,0.77,1.2164725362963,4.26267987704132,4.26267987704132,4.26267987704132
3,-1.02487924875784,0.302195660224928,1.32707490898277,-0.264382813250907,0.424019861626074,0.333897059068462,-1.67638870674575,0.0501143277078965,1.72650303445364,-0.523983119304791,0.684591805448289,0.443757574402632,-0.735664339236148,2.06457396114278,2.80023830037893,0.564097606940223,0.819351653505278,0.598538940123295,-22.8691294704934,20.9234207443236,43.792550214817,0.117584052987855,9.53144709463592,9.59953655250815,-31.4233359717073,21.9767756616667,53.400111633374,0.0763356156233971,10.6100234840275,10.6863545555367,-49.236518225918,54.8898077310961,104.126325957014,0.0016874794637735,22.7239711789862,22.8880452406442,-50.6293137507703,41.5773139380544,92.2066276888247,-0.0700341397011911,19.7119194893603,19.8541203558446,0.759,1.52581545075634,4.24849524204936,4.24849524204936,4.24849524204936
3,-0.880797457412983,0.123062176860736,1.00385963427372,-0.302227047009557,0.402888980894632,0.268428337589983,-1.31779793934108,0.0528983449708059,1.37069628431188,-0.42875749922988,0.569324095580564,0.377389247016549,-0.797449344794451,1.69890583731287,2.49635518210732,0.476373100065037,0.706289658109608,0.525389052037109,-20.8405295205184,18.6117027464462,39.4522322669646,0.0322059825346908,9.01975796746116,9.08777464671046,-24.6460958903731,16.7685337039276,41.4146295943007,-0.212850371523135,8.19247044018719,8.2515148879039,-35.4639172946557,52.879990513431,88.3439078080867,-0.481460638615746,18.9050851835199,19.0415890829758,-31.821295668417,36.864385165418,68.685680833835,-0.380413879363103,14.9011290578946,15.0086987283376,0.726,1.37174984978109,4.20469261939097,4.20469261939097,4.20469261939097
